scene_source_id,scene_editor_id,quest_source_id,quest_editor_id,action_index,actor_alias_id,actor_alias_name,start_phase,end_phase,flags,package_source_id,package_editor_id,package_record_type
Glenmoril.esm:017567,zzzGHMq05JscLetGo,Glenmoril.esm:017530,zzzGHMq05Joint,18,2,Skoll,0,8,,Glenmoril.esm:01757F,zzzGHMq05jSkollFindJhunal,PACK
Glenmoril.esm:01479F,zzzGHSkit02Sc01,Glenmoril.esm:01479D,zzzGHSkit02,1,0,Yatsu,0,0,,Glenmoril.esm:0147A0,zzzGHSkit02YatsuSearchTreasure,PACK
Glenmoril.esm:01479F,zzzGHSkit02Sc01,Glenmoril.esm:01479D,zzzGHSkit02,2,1,Child,0,0,,Glenmoril.esm:0147A1,zzzGHSkit02ChildStay,PACK
Glenmoril.esm:01479F,zzzGHSkit02Sc01,Glenmoril.esm:01479D,zzzGHSkit02,3,0,Yatsu,1,3,,Glenmoril.esm:0147A0,zzzGHSkit02YatsuSearchTreasure,PACK
Glenmoril.esm:01479F,zzzGHSkit02Sc01,Glenmoril.esm:01479D,zzzGHSkit02,4,1,Child,1,2,,Glenmoril.esm:0147A2,zzzGHSkit02ChildCloseToYastu,PACK
Glenmoril.esm:01479F,zzzGHSkit02Sc01,Glenmoril.esm:01479D,zzzGHSkit02,7,1,Child,3,3,,Glenmoril.esm:0147A7,zzzGHSkit02ChildHitYatsu,PACK
Glenmoril.esm:01479F,zzzGHSkit02Sc01,Glenmoril.esm:01479D,zzzGHSkit02,8,0,Yatsu,4,11,,Glenmoril.esm:0147A8,zzzGHSkit02YatsuLookBack,PACK
Glenmoril.esm:01479F,zzzGHSkit02Sc01,Glenmoril.esm:01479D,zzzGHSkit02,9,1,Child,4,4,,Glenmoril.esm:0147AD,zzzGHSkit02ChildStayWithYatsu,PACK
Glenmoril.esm:01479F,zzzGHSkit02Sc01,Glenmoril.esm:01479D,zzzGHSkit02,12,1,Child,5,11,,Glenmoril.esm:0147AD,zzzGHSkit02ChildStayWithYatsu,PACK
Glenmoril.esm:01479F,zzzGHSkit02Sc01,Glenmoril.esm:01479D,zzzGHSkit02,19,0,Yatsu,12,12,,Glenmoril.esm:0147BA,zzzGHSkit02BackToDark,PACK
Glenmoril.esm:01479F,zzzGHSkit02Sc01,Glenmoril.esm:01479D,zzzGHSkit02,20,1,Child,12,12,,Glenmoril.esm:0147BA,zzzGHSkit02BackToDark,PACK
Glenmoril.esm:01498D,zzzGHMq04ScArkved,Glenmoril.esm:0147BD,zzzGHMq04,1,2,Ozwald,0,0,,Glenmoril.esm:01498E,zzzGHMq04OzwaldFindBronzeKey,PACK
Glenmoril.esm:01498D,zzzGHMq04ScArkved,Glenmoril.esm:0147BD,zzzGHMq04,2,0,DweGear,0,0,,Glenmoril.esm:01498F,zzzGHMq04DweGearFindBronzeKey,PACK
Glenmoril.esm:01498D,zzzGHMq04ScArkved,Glenmoril.esm:0147BD,zzzGHMq04,3,2,Ozwald,1,11,,Glenmoril.esm:01498E,zzzGHMq04OzwaldFindBronzeKey,PACK
Glenmoril.esm:01498D,zzzGHMq04ScArkved,Glenmoril.esm:0147BD,zzzGHMq04,4,0,DweGear,1,11,,Glenmoril.esm:01498F,zzzGHMq04DweGearFindBronzeKey,PACK
Glenmoril.esm:01498D,zzzGHMq04ScArkved,Glenmoril.esm:0147BD,zzzGHMq04,15,3,Jazel,5,5,,Glenmoril.esm:0149A4,zzzGHMq04JazelApperEngineRoom,PACK
Glenmoril.esm:01498D,zzzGHMq04ScArkved,Glenmoril.esm:0147BD,zzzGHMq04,16,3,Jazel,6,11,,Glenmoril.esm:0149A5,zzzGHMq04JazelWalkToBronzeKey,PACK
Glenmoril.esm:00EDD8,zzzGHMq02ScCom,Glenmoril.esm:00E3EC,zzzGHMq02,2,2,Ozwald,0,0,,Glenmoril.esm:00EDD9,zzzGHMq02OzwaldStayNearCommunicator,PACK
Glenmoril.esm:00EDD8,zzzGHMq02ScCom,Glenmoril.esm:00E3EC,zzzGHMq02,3,2,Ozwald,1,3,,Glenmoril.esm:00EDD9,zzzGHMq02OzwaldStayNearCommunicator,PACK
Glenmoril.esm:00FF04,zzzGHMq02Sub01Sc05,Glenmoril.esm:00FD2C,zzzGHMq02Sub01,1,0,Lalanoah,0,0,,Glenmoril.esm:00FF05,zzzGHMq02SubLalanoahGoToKalka,PACK
Glenmoril.esm:00FF04,zzzGHMq02Sub01Sc05,Glenmoril.esm:00FD2C,zzzGHMq02Sub01,2,0,Lalanoah,1,7,,Glenmoril.esm:00FF05,zzzGHMq02SubLalanoahGoToKalka,PACK
Glenmoril.esm:123315,zzzLaMMq04ScJazel2,Glenmoril.esm:11E085,zzzLaMMq04,2,8,ChickTrader,0,3,,Glenmoril.esm:11E108,zzzLaMMq04JazelWaitPlayerInChurch,PACK
Glenmoril.esm:00C9DC,zzzGHMq05ScJacobee,Glenmoril.esm:00C9D7,zzzGHMq05Sub02,2,1,Ulliss,1,1,,Glenmoril.esm:00C9DF,zzzGHMq05UllissRuntoJacobee,PACK
Glenmoril.esm:00C9DC,zzzGHMq05ScJacobee,Glenmoril.esm:00C9D7,zzzGHMq05Sub02,3,1,Ulliss,2,4,,Glenmoril.esm:00C9DF,zzzGHMq05UllissRuntoJacobee,PACK
Glenmoril.esm:007EB5,zzzLrhMq04Sc02,Glenmoril.esm:007E5E,zzzLrhMq04,1,0,Brandt,0,0,,Glenmoril.esm:007EB6,zzzLrhMq04BrandtTraceBlood,PACK
Glenmoril.esm:014D27,zzzGHMq04Sub01ScBack02,Glenmoril.esm:014C39,zzzGHMq04Sub01,1,0,Lalanoah,0,0,,Glenmoril.esm:014D2A,zzzGHMq04S01LalanoahWaitBrandt,PACK
Glenmoril.esm:014D27,zzzGHMq04Sub01ScBack02,Glenmoril.esm:014C39,zzzGHMq04Sub01,3,0,Lalanoah,1,7,,Glenmoril.esm:014D2A,zzzGHMq04S01LalanoahWaitBrandt,PACK
Glenmoril.esm:014D27,zzzGHMq04Sub01ScBack02,Glenmoril.esm:014C39,zzzGHMq04Sub01,4,1,Brandt,0,0,,Skyrim.esm:0CA348,,
Glenmoril.esm:014D27,zzzGHMq04Sub01ScBack02,Glenmoril.esm:014C39,zzzGHMq04Sub01,5,1,Brandt,1,1,,Glenmoril.esm:014D2D,zzzGHMq04S01BrandtCloseToLalanoah,PACK
Glenmoril.esm:014D27,zzzGHMq04Sub01ScBack02,Glenmoril.esm:014C39,zzzGHMq04Sub01,6,1,Brandt,2,7,,Glenmoril.esm:014D2D,zzzGHMq04S01BrandtCloseToLalanoah,PACK
Glenmoril.esm:60D9EB,zzzRevMq01ScTransform,Glenmoril.esm:60026B,zzzRevMq01,8,1,Yelem,7,7,,Glenmoril.esm:62F3B5,zzzRevMq01YelemCloseToPlayer,PACK
Glenmoril.esm:60D9EB,zzzRevMq01ScTransform,Glenmoril.esm:60026B,zzzRevMq01,9,1,Yelem,5,6,,Glenmoril.esm:60026C,zzzRevMq01YelemTravelToBoltzmer,PACK
Glenmoril.esm:00774F,zzzLrhMq01Sc01,Glenmoril.esm:007733,zzzLrhMq01,12,1,Brandt,10,11,,Glenmoril.esm:007766,zzzLrhMq01Sc01BrandtGoAway,PACK
Glenmoril.esm:00774F,zzzLrhMq01Sc01,Glenmoril.esm:007733,zzzLrhMq01,13,1,Brandt,1,9,,Glenmoril.esm:007793,zzzLrhMq01Sc01BrandtStayFrontLalanoah,PACK
Glenmoril.esm:00774F,zzzLrhMq01Sc01,Glenmoril.esm:007733,zzzLrhMq01,14,1,Brandt,0,0,,Glenmoril.esm:007793,zzzLrhMq01Sc01BrandtStayFrontLalanoah,PACK
Glenmoril.esm:02C300,zzzGHmq06Sub01ScResolve,Glenmoril.esm:02C265,zzzGHmq06Sub01,1,2,Brandt,0,0,,Glenmoril.esm:02C301,zzzGHMq06S01BrandtFindLalanoah,PACK
Glenmoril.esm:02C300,zzzGHmq06Sub01ScResolve,Glenmoril.esm:02C265,zzzGHmq06Sub01,2,2,Brandt,1,5,,Glenmoril.esm:02C301,zzzGHMq06S01BrandtFindLalanoah,PACK
Glenmoril.esm:02C300,zzzGHmq06Sub01ScResolve,Glenmoril.esm:02C265,zzzGHmq06Sub01,13,1,Lalanoah,0,0,,Glenmoril.esm:069BC4,zzzGHMq06S01LalanoahThinkingTime,PACK
Glenmoril.esm:02C300,zzzGHmq06Sub01ScResolve,Glenmoril.esm:02C265,zzzGHmq06Sub01,14,1,Lalanoah,1,5,,Glenmoril.esm:069BC4,zzzGHMq06S01LalanoahThinkingTime,PACK
Glenmoril.esm:137C03,zzzLaMMq05ScJazel02,Glenmoril.esm:1329BD,zzzLaMMq05,5,6,ChickTrader,0,0,,Glenmoril.esm:137C0A,zzzLaMMq05CTWaitPlayerHinnomEntrance,PACK
Glenmoril.esm:137C03,zzzLaMMq05ScJazel02,Glenmoril.esm:1329BD,zzzLaMMq05,6,6,ChickTrader,1,2,,Glenmoril.esm:137C0A,zzzLaMMq05CTWaitPlayerHinnomEntrance,PACK
Glenmoril.esm:137C03,zzzLaMMq05ScJazel02,Glenmoril.esm:1329BD,zzzLaMMq05,7,6,ChickTrader,3,3,,Glenmoril.esm:137C0B,zzzLaMMq05CTBackToHinnom,PACK
Glenmoril.esm:014D01,zzzGHMq04Sub01ScGem,Glenmoril.esm:014C39,zzzGHMq04Sub01,1,1,Brandt,0,0,,Glenmoril.esm:014D02,zzzGHMq04S01BrandtRemeberGem,PACK
Glenmoril.esm:014D01,zzzGHMq04Sub01ScGem,Glenmoril.esm:014C39,zzzGHMq04Sub01,2,0,Lalanoah,0,5,,Skyrim.esm:0CA348,,
Glenmoril.esm:014D01,zzzGHMq04Sub01ScGem,Glenmoril.esm:014C39,zzzGHMq04Sub01,3,1,Brandt,1,5,,Glenmoril.esm:014D02,zzzGHMq04S01BrandtRemeberGem,PACK
Glenmoril.esm:009CCB,zzzGHMq01Sc06,Glenmoril.esm:009B59,zzzGHMq01,2,5,Ozwald,0,1,,Glenmoril.esm:009CCE,zzzGHMq01OzwaldShootPlayer,PACK
Glenmoril.esm:009CCB,zzzGHMq01Sc06,Glenmoril.esm:009B59,zzzGHMq01,4,5,Ozwald,2,3,,Glenmoril.esm:009CD4,zzzGHMq01OzwaldCloseToPlayer,PACK
Glenmoril.esm:009CCB,zzzGHMq01Sc06,Glenmoril.esm:009B59,zzzGHMq01,5,5,Ozwald,4,4,,Glenmoril.esm:009CD4,zzzGHMq01OzwaldCloseToPlayer,PACK
Glenmoril.esm:008325,zzzLrhMq06Sc03,Glenmoril.esm:0082EE,zzzLrhMq06,2,0,Brandt,0,0,,Glenmoril.esm:008326,zzzLrhMq06BrandtStayDeadBodies,PACK
Glenmoril.esm:008325,zzzLrhMq06Sc03,Glenmoril.esm:0082EE,zzzLrhMq06,3,0,Brandt,1,1,,Glenmoril.esm:008326,zzzLrhMq06BrandtStayDeadBodies,PACK
Glenmoril.esm:00830D,zzzLrhMq06Sc01,Glenmoril.esm:0082EE,zzzLrhMq06,1,0,Brandt,0,0,,Glenmoril.esm:00830E,zzzLRHMq06BrandtEscortPlayerToGhoulHole,PACK
Glenmoril.esm:007F93,zzzLrhMq05Sc02,Glenmoril.esm:007F1F,zzzLrhMq05,7,0,Lalanoah,0,5,,Skyrim.esm:0CA348,,
Glenmoril.esm:007F93,zzzLrhMq05Sc02,Glenmoril.esm:007F1F,zzzLrhMq05,8,1,Goroll,0,4,,Skyrim.esm:0CA348,,
Glenmoril.esm:007F41,zzzLrhMq05Sc01,Glenmoril.esm:007F1F,zzzLrhMq05,2,1,Goroll,0,12,,Skyrim.esm:0CA348,,
Glenmoril.esm:007F41,zzzLrhMq05Sc01,Glenmoril.esm:007F1F,zzzLrhMq05,3,0,Lalanoah,0,12,,Skyrim.esm:0CA348,,
Glenmoril.esm:007F41,zzzLrhMq05Sc01,Glenmoril.esm:007F1F,zzzLrhMq05,18,0,Lalanoah,13,13,,Glenmoril.esm:007F5E,zzzLrhMq05LalanoahGoToKitchen,PACK
Glenmoril.esm:007F41,zzzLrhMq05Sc01,Glenmoril.esm:007F1F,zzzLrhMq05,19,1,Goroll,13,13,,Glenmoril.esm:007F5F,zzzLrhMq05GorollGoToKitchen,PACK
Glenmoril.esm:007F41,zzzLrhMq05Sc01,Glenmoril.esm:007F1F,zzzLrhMq05,20,2,Skoll,13,13,,Glenmoril.esm:007F5E,zzzLrhMq05LalanoahGoToKitchen,PACK
Glenmoril.esm:007F41,zzzLrhMq05Sc01,Glenmoril.esm:007F1F,zzzLrhMq05,21,3,Kanra,13,13,,Glenmoril.esm:007F5F,zzzLrhMq05GorollGoToKitchen,PACK
Glenmoril.esm:009B91,zzzGHMq01SideASc02,Glenmoril.esm:009B83,zzzGHMq01SideA,3,0,Chaplain,0,2,,Skyrim.esm:0CA348,,
Glenmoril.esm:00862C,zzzLrhMq09sc03,Glenmoril.esm:0085BD,zzzLrhMq09,1,1,Lalanoah,0,0,,Glenmoril.esm:00862D,zzzLrhMq09LalanoahFindKalka,PACK
Glenmoril.esm:00862C,zzzLrhMq09sc03,Glenmoril.esm:0085BD,zzzLrhMq09,2,3,Skoll,0,0,,Glenmoril.esm:00862E,zzzLrhMq09SkollFindKalka,PACK
Glenmoril.esm:00862C,zzzLrhMq09sc03,Glenmoril.esm:0085BD,zzzLrhMq09,3,1,Lalanoah,1,12,,Glenmoril.esm:00862D,zzzLrhMq09LalanoahFindKalka,PACK
Glenmoril.esm:00862C,zzzLrhMq09sc03,Glenmoril.esm:0085BD,zzzLrhMq09,4,3,Skoll,1,12,,Glenmoril.esm:00862E,zzzLrhMq09SkollFindKalka,PACK
